Year,cd,Less_than_$5000,$5000_to_$9999,$10000_to_$14999,$15000_to_$19999,$20000_to_$24999,$25000_to_$34999,$35000_to_$49999,$50000_to_$74999,$75000_to_$99999,$100000_to_$149999,$150000_or_more
2019,0_AK,5746,4600,7294,8276,8110,17476,26315,44593,35414,49254,46182
2019,0_DC,14138,10318,12304,9470,7695,16841,21906,34694,30240,46707,80073
2019,0_DE,11281,7942,12874,12469,14976,31208,43421,64673,52472,60199,52984
2019,0_ND,9110,9039,12923,13021,12824,27603,38832,57179,45844,54543,38625
2019,0_PR,181287,141265,140140,122766,94982,145595,141659,119535,49486,33679,21805
2019,0_SD,8835,9371,15086,14366,15753,34395,45778,65179,49390,48801,30079
2019,0_VT,6278,6272,13033,11483,12240,23658,31766,48496,36349,41511,28878
2019,0_WY,4973,5480,8202,8820,8864,18664,25998,38091,31574,36095,22439
2019,1_AL,10288,10027,13333,15538,12560,26102,33533,44787,28820,30408,21393
2019,1_AR,14369,18263,26740,26214,25205,46718,55340,66608,41633,36246,19061
2019,1_AZ,11617,7305,11413,13279,16138,28985,45901,61162,46604,58746,75572
2019,1_CA,9109,7003,16214,14296,14676,26347,34846,45904,31044,33904,25060
2019,1_CO,8003,7104,7927,7975,7932,17127,25507,39331,28268,36636,42399
2019,1_CT,8285,8050,11453,10634,10092,20370,30045,42744,36551,48020,46659
2019,1_FL,7713,7400,11082,12501,14773,29654,42490,56390,39845,41929,28014
2019,1_GA,10060,9980,13415,14756,15731,28291,38883,51184,35939,37198,25315
2019,1_HI,6632,5754,6492,6491,7126,15490,25223,42265,36345,52001,56706
2019,1_IA,9943,10551,14798,16386,16171,32624,46851,64424,48171,52405,34272
2019,1_ID,12088,10029,16570,17630,19123,39747,55505,79358,51932,54678,35775
2019,1_IL,2183,1887,2374,1856,1608,3171,4331,7034,6916,10788,14331
2019,1_IN,9592,8590,11273,12252,12236,26106,34098,48093,35420,40729,25908
2019,1_KS,5517,5426,9363,10581,10204,21645,30766,41028,26863,25620,13717
2019,1_KY,9401,11002,16391,14142,14429,27027,33971,41484,25697,24191,13070
2019,1_LA,6575,6414,9032,10278,10146,17537,23121,32073,24584,28246,25127
2019,1_MA,9414,11184,17569,16591,15281,30226,39206,53560,41106,52898,42258
2019,1_MD,6499,6256,8594,10000,9978,21344,29251,43680,36097,48946,44513
2019,1_ME,5803,6522,10817,11049,10883,22921,32601,50291,39943,46672,35259
2019,1_MI,11085,11295,18218,19353,20437,39896,54175,68533,42572,38002,20654
2019,1_MN,6645,6713,13241,13031,13541,26949,42120,58861,45909,51792,33817
2019,1_MO,13299,14527,17017,17421,16790,35021,42446,53332,32025,31192,23206
2019,1_MS,9625,10000,14955,15811,14712,28899,37595,45240,33932,29782,17871
2019,1_MT,6597,7365,11448,10736,11172,22255,30127,39553,26509,27165,19149
2019,1_NC,7985,9731,15455,13275,12579,21932,28934,33406,19687,18292,9609
2019,1_NE,3751,3899,5370,6674,6694,15059,20359,28895,20640,23950,15528
2019,1_NH,4584,4249,6755,7334,7997,17016,24157,40901,33066,45001,42571
2019,1_NJ,7919,7691,9461,11655,11511,20858,28325,43384,36465,51837,52164
2019,1_NM,12185,11772,15659,16736,17802,32331,40007,53504,36068,38372,27193
2019,1_NV,12435,9002,12393,13096,13582,24824,32305,39385,24015,23141,14011
2019,1_NY,6785,3949,7540,8472,9173,17166,26808,43687,41535,69564,109439
2019,1_OH,17054,16864,21571,22615,22682,43887,58071,86787,63460,79503,81430
2019,1_OK,7452,6456,8687,10018,10436,20615,29608,37042,24887,26871,25413
2019,1_OR,6517,5976,7594,6608,7818,16562,23612,35867,29133,38733,42362
2019,1_PA,6231,5039,9051,10931,11270,24058,34590,57179,49552,69943,91072
2019,1_RI,5019,5192,8360,7154,6104,12684,16473,23387,18818,24201,24631
2019,1_SC,4906,3458,4321,5066,6247,13455,19496,30076,23536,28758,30366
2019,1_TN,12448,14026,21095,21594,22466,40153,50103,62179,37340,32848,18966
2019,1_TX,7531,8829,11412,11668,13327,23642,31545,40545,27606,27090,17846
2019,1_UT,4182,3739,5291,5018,6146,15148,23030,36320,28858,30218,20487
2019,1_VA,7805,6728,9259,10840,11298,23375,38076,55751,46823,59254,53774
2019,1_WA,7274,5917,8823,8944,10345,20525,34636,59896,56378,83801,102781
2019,1_WI,9137,8414,14673,16181,18086,34990,50525,73884,56514,64923,41835
2019,1_WV,16158,21204,26206,27958,25124,45406,55853,65706,40628,37154,20675
2019,10_CA,7499,5184,9641,7611,9385,18857,27775,46730,47296,74101,143708
2019,10_FL,15060,10556,15013,17483,19430,39264,52314,69967,45063,45990,40355
2019,10_GA,9641,8317,12009,12591,13969,24533,32328,43105,29562,31740,21392
2019,10_IL,5605,4549,6239,6984,8114,16403,23603,35874,30096,44388,75560
2019,10_MI,6960,7566,10896,13618,13843,29440,39564,55663,39427,42845,26902
2019,10_NC,13888,11366,21775,23273,21748,42083,58481,72340,48320,43998,30789
2019,10_NJ,14354,15570,17833,16447,15373,30418,35723,52146,36983,44946,47529
2019,10_NY,14931,15331,22297,17568,16202,28078,36285,50308,42899,60091,120854
2019,10_OH,11364,12282,15764,16288,16972,32497,43106,55773,39008,39097,25799
2019,10_PA,8068,7628,11964,13936,15105,32450,45717,71164,53315,61046,41693
2019,10_TX,8836,7428,8758,8641,11865,19412,25091,35096,25109,34635,38480
2019,10_VA,3768,2220,3335,3459,3999,10149,16390,31036,31290,57268,115337
2019,10_WA,4047,2720,4301,4714,4952,11320,20347,33052,27376,35087,22952
2019,11_CA,9363,7759,18137,10643,10294,17846,22235,35456,32733,56327,140955
2019,11_FL,5879,6166,9958,10705,11767,26803,37611,49382,37073,36425,27728
2019,11_GA,1617,669,1142,1583,1968,4533,6068,9280,8735,12725,16122
2019,11_IL,8602,6202,9878,12821,13652,28544,47289,75100,63955,96499,105412
2019,11_MI,7347,6560,10216,10201,10464,21476,29862,45288,37923,50835,57854
2019,11_NC,7315,8843,17341,18042,16509,35719,44233,56788,35737,34467,22779
2019,11_NJ,6574,5972,8364,8443,10179,18549,25812,42686,39255,63476,121483
2019,11_NY,8518,4162,6526,6136,5842,11598,15806,25053,21822,34958,40949
2019,11_OH,24133,23881,28504,27051,24012,48070,58625,71445,44404,42561,32760
2019,11_PA,4495,4042,6848,8596,9204,19241,27345,43125,34107,37101,25340
2019,11_TX,9763,9270,13146,13405,15910,33315,44383,61782,42177,47426,34102
2019,11_VA,2271,1485,1390,1682,2391,4305,7493,14638,17147,32034,67313
2019,12_CA,7381,5177,11091,7665,7335,13817,17593,25169,20813,29121,44787
2019,12_FL,9550,7939,14548,15393,16510,31615,42513,50014,28926,26686,15230
2019,12_GA,10933,11660,15376,14446,13605,25518,32896,41597,28234,27746,18079
2019,12_IL,11290,11312,18464,18873,18193,33696,47670,60410,43400,43700,25251
2019,12_MI,19021,18361,19236,19347,19861,37862,49388,61293,39458,41374,25336
2019,12_NC,4652,2077,4251,5514,5423,13989,20638,29977,21367,26615,24064
2019,12_NJ,4426,3136,4412,4451,5077,10198,14267,23289,20133,32093,48366
2019,12_NY,15211,12213,14143,12264,10592,18601,22907,39366,35649,55567,141647
2019,12_OH,9864,12902,16685,17863,19273,36944,50314,72316,53382,57592,38849
2019,12_PA,13590,14838,19267,19590,19348,35985,45025,61721,44669,48787,37555
2019,12_TX,12038,9006,14209,14534,15903,37180,50925,78663,58222,71683,60922
2019,13_CA,4943,4216,7956,6853,7231,14562,19618,23568,16832,16696,12073
2019,13_FL,9661,6102,11698,13697,14189,27930,37086,45527,32911,33879,28746
2019,13_GA,11384,9422,13921,16217,17488,34968,51947,74750,52033,53486,36248
2019,13_IL,18901,15649,19822,19518,21185,39493,53196,71811,51754,59683,43210
2019,13_MI,17469,18493,17213,15964,14837,28841,32224,37352,21180,20248,14668
2019,13_NC,6566,5529,8965,9380,11881,23847,34162,47837,36440,42259,29653
2019,13_NY,7682,9689,14162,8897,7511,13817,16799,24453,18188,20194,17617
2019,13_OH,12783,13309,19173,20053,21721,41378,55531,74516,54815,59552,44061
2019,13_PA,6163,7442,12866,13219,11805,26365,36244,47475,35175,33358,16309
2019,13_TX,7841,7941,11152,12039,13098,26578,32456,44148,28608,30441,17761
2019,14_CA,3951,2677,5778,4536,5710,11347,16861,30338,29142,47089,76797
2019,14_FL,12757,10434,15494,16455,16406,33562,45915,60443,42195,47451,44623
2019,14_GA,10708,10170,17251,18087,19245,42170,55644,75472,52452,59501,42069
2019,14_IL,6011,4682,7391,8017,9278,18522,24991,40837,32301,41620,31590
2019,14_NC,8269,7524,11210,11733,13501,28594,38157,52827,37568,45452,51404
2019,14_NY,5039,4762,6578,5040,5480,9250,10433,15218,11012,13743,11594
2019,14_OH,7833,8234,12401,12955,14126,29038,40988,55611,37933,40499,25955
2019,14_PA,11078,13833,19549,22454,21422,42843,56090,77060,57702,65429,45007
2019,14_TX,9684,8978,12232,12978,13063,25401,34881,48625,35788,47470,44776
2019,15_CA,2535,1407,3180,3155,2838,6130,9434,15373,17062,26493,51892
2019,15_FL,12766,10612,15474,16228,17586,35966,48767,65127,44169,46543,39243
2019,15_IL,4904,5246,8031,10417,9988,19295,26927,36359,24693,24054,12695
2019,15_NY,26780,33295,40915,32233,25144,45206,57206,70783,42625,41851,27367
2019,15_OH,6064,5241,7232,8592,8256,18371,26239,40788,29307,36265,28401
2019,15_PA,9776,11068,15938,18665,18662,35506,47502,64594,42703,42389,22976
2019,15_TX,3469,6436,7419,6742,7211,10331,11685,14364,7953,8179,5838
2019,16_CA,8376,4308,8919,7668,8498,17070,24777,41666,39604,70281,207802
2019,16_FL,4943,3650,6003,7970,8244,17682,24854,33681,23542,28589,21741
2019,16_IL,2146,2266,4332,4513,4599,10383,15621,23399,17316,20835,14006
2019,16_NY,7958,6473,8975,8420,9002,16668,22215,32701,27595,40483,75985
2019,16_PA,7956,10229,13541,15632,15484,29951,39212,53897,37728,41849,29769
2019,16_TX,9194,12731,15180,16286,14833,28943,37278,49103,28180,28893,16002
2019,17_CA,690,440,853,692,873,1926,2908,4802,4032,10726,23600
2019,17_FL,7694,5191,11407,13435,13846,29374,41395,56752,37889,39283,33589
2019,17_IL,18025,14198,20295,21617,22941,42567,58217,81119,56957,59226,38644
2019,17_NY,3828,2942,5579,6804,6229,13477,17644,27984,24402,42311,77463
2019,17_PA,4609,4703,7253,8873,9026,17660,23949,35217,26460,34453,30548
2019,17_TX,7498,8116,11157,11406,11554,22130,28656,37740,25619,29470,22722
2019,18_CA,7747,6391,13842,12998,13683,27396,40597,64342,53655,78630,126210
2019,18_FL,12447,11541,18842,20852,22693,41885,56298,67253,41183,37080,23292
2019,18_NY,5454,4007,8614,7981,8017,16573,23509,35186,30842,46356,50172
2019,18_TX,14427,13581,18426,21778,21867,44852,56272,67559,42364,42853,33134
2019,19_CA,2769,2070,3242,3279,3110,6111,8525,13564,12168,15856,22833
2019,19_FL,11867,7355,12033,14428,16492,36291,48952,69923,48742,51428,54512
2019,19_NY,11634,11191,19242,18554,16549,33833,43684,62813,45607,49546,36690
2019,19_TX,8428,9154,12238,11889,12375,25602,33828,41538,28981,30763,19003
2019,2_AL,15180,15714,20222,20656,18492,34363,44519,56059,36825,38516,23198
2019,2_AR,8803,6494,9613,10031,11645,21644,28370,36563,23029,28597,22657
2019,2_AZ,18514,14737,18780,20483,20208,40841,56953,77699,51534,50596,29158
2019,2_CA,10888,7365,18097,15529,15152,31812,44100,66348,53095,70548,98180
2019,2_CO,11288,8561,12056,12801,13864,27872,43222,66301,56215,75345,81320
2019,2_CT,6299,5359,8744,9020,10101,18881,29053,46380,39823,53908,58956
2019,2_FL,12735,11011,14221,15917,14669,30989,40534,50394,34587,32803,22492
2019,2_GA,11369,10647,13600,14189,13324,24736,29727,36143,21773,21918,13429
2019,2_HI,5846,5601,6287,6918,6523,14112,19939,31324,28370,37536,36435
2019,2_IA,8126,9540,14220,16148,15719,33990,48336,69372,51709,53911,32375
2019,2_ID,7101,7016,11161,12878,12730,25415,35835,49614,30445,33151,18993
2019,2_IL,26342,20827,23436,24625,24389,42817,53364,70534,51118,54238,33923
2019,2_IN,10476,7653,12769,15404,15682,31685,44119,61271,41069,41477,22394
2019,2_KS,13099,13141,19036,19229,20029,40818,56217,73229,48702,49481,28164
2019,2_KY,10066,12759,16953,15558,18776,35204,50312,65167,44550,44618,23445
2019,2_LA,26635,25630,30001,29145,27351,50892,59968,79111,54622,60936,51284
2019,2_MA,7531,5851,11192,10524,9471,17961,26740,38511,30570,44004,54630
2019,2_MD,8823,6265,7881,10188,10752,23117,35166,57645,49772,72982,84783
2019,2_ME,7805,11580,17904,17399,16371,30759,41331,53637,37070,34266,18987
2019,2_MI,5553,5754,9753,10512,10525,20502,28482,38343,24686,21630,10689
2019,2_MN,2598,2319,4091,4183,5134,12294,20321,32409,31496,47033,50934
2019,2_MO,4689,4106,5924,8165,9039,18349,30774,45143,36070,47372,58567
2019,2_MS,19231,23217,26523,26478,22829,40570,49667,56015,36941,33363,22935
2019,2_MT,5732,6566,10880,10451,12554,24004,31605,43997,30070,32370,20655
2019,2_NC,2102,1337,2573,3331,3866,8264,14201,19966,16253,22349,27682
2019,2_NE,8672,6924,10355,10885,12304,24562,37958,54778,44029,52880,42765
2019,2_NH,5483,5727,9064,10875,11231,23013,31935,49719,41822,54342,54949
2019,2_NJ,7839,7670,11151,12316,12333,22266,32010,46994,36534,48917,42002
2019,2_NM,6804,8988,10307,11002,10722,17834,19952,23795,13524,14458,8048
2019,2_NV,7336,6123,10738,11149,13012,25076,38457,55537,41832,47684,35040
2019,2_NY,3505,2173,4289,4755,5114,10616,13412,24286,23840,37762,51450
2019,2_OH,7788,11086,12643,13920,13295,24324,31948,42257,29287,28868,14322
2019,2_OK,13091,15535,24809,24000,23108,45107,55789,71868,45859,45109,25464
2019,2_OR,8290,10574,14176,15905,15085,30138,38347,51330,34122,31250,19091
2019,2_PA,11404,13283,13411,13868,12639,25350,32318,38422,25131,26205,15755
2019,2_RI,7655,7416,12026,10258,10547,19208,27039,40624,34229,43907,35462
2019,2_SC,5640,4891,8099,7606,7895,16111,22888,30682,21243,23333,14952
2019,2_TN,7557,7395,9936,10802,11241,21078,28841,37625,26634,27477,22691
2019,2_TX,9304,7664,10386,13722,14442,31617,43243,69238,54792,75515,84779
2019,2_UT,8473,8059,13725,13707,14867,34369,53337,82453,64223,72754,49447
2019,2_VA,6107,5910,8080,9354,10915,23523,36389,58425,48078,62621,49026
2019,2_WA,4914,5311,6444,7061,6727,15585,22953,35675,27822,30160,24262
2019,2_WI,5655,4469,7986,7754,8836,18924,28715,42568,34012,43663,37595
2019,2_WV,12603,13528,18001,20016,19534,36887,49151,64113,42616,46058,27749
2019,20_CA,4418,3928,6810,6629,6775,12606,15620,22845,18123,19604,16267
2019,20_FL,12780,11691,17589,20221,19279,40049,55731,72893,45984,51176,47845
2019,20_NY,5590,5784,10434,10146,9898,20250,29014,42610,35277,47624,42384
2019,20_TX,10459,9210,12699,13801,15266,30968,42694,62196,42030,45274,34156
2019,21_CA,2451,2207,5230,4143,4309,6770,7055,7522,4039,3354,1575
2019,21_FL,9636,7934,11420,12509,14155,27200,36753,47509,32151,33870,30478
2019,21_NY,8651,9125,16394,16220,15913,32176,43581,60845,44280,47582,29073
2019,21_TX,1725,1595,2073,2771,3655,7617,10852,17003,13239,15579,13340
2019,22_CA,11989,10232,20183,20123,19928,38762,49143,62660,38522,41872,29988
2019,22_FL,8965,6637,12021,14086,14655,28525,39598,52959,37390,43192,46964
2019,22_NY,10321,8236,13401,13929,12794,25704,35468,51135,36271,42239,29875
2019,22_TX,1153,967,1586,1138,1386,2152,3334,3955,3674,3739,4390
2019,23_CA,16286,11499,20735,17497,19515,38623,51529,67921,49045,52220,35041
2019,23_FL,4345,2329,4299,4736,4933,9896,13719,17737,12266,15250,19889
2019,23_NY,7007,8049,13912,14246,14165,26537,35718,49770,36586,41143,26815
2019,23_TX,4787,7139,9588,8922,8139,16703,21302,30457,22671,28232,26416
2019,24_CA,7025,4923,8591,7892,9340,17213,27445,40576,31503,42505,46662
2019,24_FL,12669,14351,15821,16132,16296,29237,34683,41465,24682,23613,23301
2019,24_NY,11069,10921,18310,18982,19364,39564,59057,82349,62976,71445,47297
2019,24_TX,11029,7656,12440,15763,18397,37965,57553,82333,56198,70827,94717
2019,25_CA,12153,7687,15811,14854,14819,26181,34029,40507,27304,30150,24600
2019,25_FL,12653,9344,11117,12810,13724,29376,42944,59726,45285,56278,56754
2019,25_NY,8713,9163,13620,12770,12478,24886,32988,44002,30136,35666,22998
2019,25_TX,11244,9318,15945,17809,18970,38290,54698,74507,52935,58368,41515
2019,26_CA,4251,3570,6938,6986,8242,16356,24759,38410,35785,49315,59671
2019,26_FL,5266,6982,7091,7781,8097,14198,18448,25427,14768,15297,9976
2019,26_NY,14867,12989,20812,18167,19128,34692,43211,59783,42521,46350,32820
2019,26_TX,7621,5338,7068,8092,9818,23022,39119,60597,51111,72683,98979
2019,27_CA,5652,4025,8282,7496,7972,16827,24672,38688,34521,49054,56567
2019,27_FL,15329,19202,21269,22220,20479,41067,50083,67767,48146,55166,59528
2019,27_TX,7682,11519,14811,13884,14263,27476,35489,48283,34718,38335,27335
2019,28_CA,9237,6388,10882,10754,12014,21189,31861,50579,42494,59135,61112
2019,28_FL,3544,3657,5111,4965,5303,11590,16262,22728,16899,19614,15844
2019,28_TX,15867,18368,21309,22808,22589,41632,53691,73184,49777,52836,34533
2019,29_CA,4395,3128,6975,6881,6200,12162,17134,22766,17430,19997,18356
2019,29_TX,1008,1046,1476,1965,1902,3423,3621,4272,1799,1360,413
2019,3_AL,12414,11138,15521,15860,14795,27540,31547,44618,28091,27686,16426
2019,3_AR,8064,7476,10739,12546,13431,26686,35761,46688,29451,31987,25838
2019,3_AZ,4651,4325,5269,5273,5158,10484,13710,15287,8935,8074,4301
2019,3_CA,9610,6955,15671,14483,15050,29985,43451,67583,54671,75807,81791
2019,3_CO,9057,9631,15413,14464,14928,27682,39997,49670,36213,35620,23340
2019,3_CT,6721,5647,8704,8390,9326,16826,22824,35689,27277,36618,41595
2019,3_FL,16160,13648,17674,19712,21478,37922,50784,61693,36986,34614,22556
2019,3_GA,6932,5972,7584,8295,8439,16374,22089,31192,22896,27908,21140
2019,3_IA,5489,5445,8913,9350,10148,20838,29841,46299,34231,40192,31861
2019,3_IL,14092,13497,16771,19076,20952,40174,54979,83339,68956,92824,104558
2019,3_IN,6067,6212,10069,12452,12846,27964,38190,52477,36151,33833,19281
2019,3_KS,4822,3483,6062,6872,7047,18604,27985,43949,37984,51861,56602
2019,3_KY,7693,10206,12217,13112,12049,23970,32362,39221,25541,25875,19647
2019,3_LA,13415,14112,16673,18771,18879,32667,39398,50088,35740,40336,28371
2019,3_MA,6420,6342,11902,9714,10290,19020,27314,41609,34683,51236,59707
2019,3_MD,4364,3236,4742,4743,5328,11360,20039,36149,36456,59211,84579
2019,3_MI,9687,10612,14204,18299,20196,38355,57134,83945,59487,66088,45499
2019,3_MN,3729,3292,5177,5760,6955,14462,24357,42176,38650,57192,76550
2019,3_MO,9599,9231,12823,14790,16819,32628,48484,68679,53165,63762,45805
2019,3_MS,14039,14795,18891,17020,17871,30110,35356,44972,29455,29785,18589
2019,3_NC,14376,15672,23447,23013,22757,45732,59337,73641,47888,45055,25720
2019,3_NE,7558,8356,14186,14503,15647,30863,44428,59739,42647,40669,22178
2019,3_NJ,7625,5814,9419,12130,12675,24405,34348,56684,48736,69272,99701
2019,3_NM,14163,13595,17978,18541,18102,34466,44612,59399,40667,43357,32602
2019,3_NV,15626,9818,14168,17390,18797,43487,62989,85907,64818,70742,60322
2019,3_NY,3195,1957,2952,3058,3372,6477,9695,15854,15670,25679,60718
2019,3_OH,12946,11999,15138,16115,16946,34535,48915,67024,48356,54970,46875
2019,3_OK,11315,10625,15686,17019,16245,30783,40269,51831,33552,31580,16872
2019,3_OR,4405,4963,6905,7320,7402,15153,21510,31848,22971,28878,21521
2019,3_PA,26486,24367,25047,21148,19325,35435,43497,55714,37612,39074,40563
2019,3_SC,9335,9739,15064,14608,14371,27918,34505,43463,28772,27799,17622
2019,3_TN,11551,13373,21744,21380,20121,41068,52643,67948,46371,48413,31012
2019,3_TX,7175,4340,6601,8092,9335,21084,32763,54838,49196,74380,85973
2019,3_UT,2727,2699,4411,4453,4907,10271,14878,23547,18197,21719,17089
2019,3_VA,11333,9265,12683,12709,13679,26057,37354,52219,34419,32490,19563
2019,3_WA,7408,7320,10933,11427,14028,24616,41665,60554,48808,58224,42649
2019,3_WI,7412,7833,17138,16384,16472,34681,48849,70366,51370,51747,27612
2019,30_CA,4545,3756,9953,7350,6623,10667,13828,21056,15426,19417,20116
2019,30_TX,16379,14986,18495,18537,20302,41090,54350,71168,49551,49217,37259
2019,31_CA,2402,1933,4210,4748,5262,9421,12578,19255,15379,17968,15590
2019,31_TX,2619,3052,3677,4426,5662,10692,16381,25962,20262,24438,19366
2019,32_CA,17952,10078,21789,18256,18501,36045,51064,77841,64901,95161,147795
2019,32_TX,527,437,383,686,801,2168,2643,4477,3593,4626,5092
2019,33_CA,2250,2761,6009,5282,5486,10029,14256,19699,13006,12502,5725
